scope,anchor,outcome,outcome_label,family,modifier,modifier_label,modifier_type,paper_role,subset,fe,controls,term,b,se,p,N,clusters,mean_y,status
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,farm_income_only,bottom group DID,0.19355062957260905,0.14393940491946047,0.17873265738286903,1940,130,0.594108527131783,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,farm_income_only,top-minus-bottom differential,-0.05647723227342685,0.1460057655308153,0.6988931103766386,1940,130,0.594108527131783,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,farm_income_only,top group DID,0.1370733972991822,0.14361589534757072,0.3398587045625513,1940,130,0.594108527131783,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,other_baseline,bottom group DID,-0.08798585935939186,0.09162253099547296,0.3369001707682233,1808,128,0.594108527131783,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,other_baseline,top-minus-bottom differential,-0.2521747638054035,0.16011765521787422,0.1152716441955848,1808,128,0.594108527131783,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,other_baseline,top group DID,-0.34016062316479534,0.1437029912256427,0.017927658958575423,1808,128,0.594108527131783,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,none,DID at mean modifier,-0.020480285668781455,0.12387196774158117,0.8686808590432097,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,none,heterogeneity slope,-0.11189884583889187,0.06717833483779564,0.09577349791242686,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,none,DID at +1 SD,-0.13237913150767333,0.1360666249531309,0.3306033261174658,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,none,DID at -1 SD,0.09141856017011041,0.1456030896010268,0.5300947371492548,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,farm_income_only,DID at mean modifier,-0.020609399025604963,0.12283631769302103,0.8667568589864393,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,farm_income_only,heterogeneity slope,-0.1118857916819112,0.06729205263458944,0.09637459815593971,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,farm_income_only,DID at +1 SD,-0.13249519070751617,0.13514643130879547,0.3268973648094634,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,farm_income_only,DID at -1 SD,0.09127639265630624,0.1448081651317056,0.5284811294995646,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,other_baseline,DID at mean modifier,0.033441389538542206,0.08374920256946683,0.6896692381216651,2676,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,other_baseline,heterogeneity slope,-0.07971594606378488,0.06802864923807533,0.24127751095071004,2676,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,other_baseline,DID at +1 SD,-0.04627455652524267,0.08433914679252928,0.5832303356036485,2676,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,other_baseline,DID at -1 SD,0.11315733560232707,0.1271635184110032,0.3735427236420371,2676,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,none,DID at mean modifier,0.12932143626238524,0.16237420908952974,0.425775902987644,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,none,heterogeneity slope,-0.003619284874874085,0.08524613128983206,0.9661344844956025,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,none,DID at +1 SD,0.12570215138751115,0.20651958884497856,0.5427436027488513,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,none,DID at -1 SD,0.13294072113725933,0.15688923729169,0.3967978419257585,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,farm_income_only,DID at mean modifier,0.1302311870012188,0.1635942302843657,0.4259958687681149,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,farm_income_only,heterogeneity slope,-0.0014306427700584191,0.08548928524706063,0.9866482156468294,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,farm_income_only,DID at +1 SD,0.12880054423116039,0.20780973030526564,0.5353892361542196,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,farm_income_only,DID at -1 SD,0.13166182977127722,0.1579813157915439,0.40461845672709107,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,other_baseline,DID at mean modifier,-0.12463717343766989,0.11114050750874392,0.2621015261352251,2670,134,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,other_baseline,heterogeneity slope,-0.062417074205328736,0.06198412626427072,0.3139420692367999,2670,134,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,other_baseline,DID at +1 SD,-0.18705424764299863,0.14313468806252114,0.19126679146668535,2670,134,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,other_baseline,DID at -1 SD,-0.062220099232341154,0.10909147404512053,0.5684417208596876,2670,134,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,DID at mean modifier,-0.05086908035552646,0.12511566272007082,0.6843191063285929,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,heterogeneity slope,0.09693287342435428,0.14692891820965343,0.5094294779662268,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,DID at +1 SD,0.04606379306882782,0.13240157620758014,0.727907997954425,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,DID at -1 SD,-0.14780195377988073,0.2386501513639399,0.5357024195974329,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,farm_income_only,DID at mean modifier,-0.05086908035552646,0.12511566272007082,0.6843191063285929,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,farm_income_only,heterogeneity slope,0.09693287342435428,0.14692891820965343,0.5094294779662268,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,farm_income_only,DID at +1 SD,0.04606379306882782,0.13240157620758014,0.727907997954425,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,farm_income_only,DID at -1 SD,-0.14780195377988073,0.2386501513639399,0.5357024195974329,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,other_baseline,DID at mean modifier,-0.05086908035552646,0.12511566272007082,0.6843191063285929,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,other_baseline,heterogeneity slope,0.09693287342435428,0.14692891820965343,0.5094294779662268,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,other_baseline,DID at +1 SD,0.04606379306882782,0.13240157620758014,0.727907997954425,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,other_baseline,DID at -1 SD,-0.14780195377988073,0.2386501513639399,0.5357024195974329,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,none,DID at mean modifier,0.17353016264993978,0.166175197444375,0.29636497207696977,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,none,heterogeneity slope,0.2514506092106452,0.1583117894252739,0.11221281538552756,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,none,DID at +1 SD,0.424980771860585,0.2523940750666881,0.09222061196496699,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,none,DID at -1 SD,-0.07792044656070543,0.20408544461732092,0.7026074513925319,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,farm_income_only,DID at mean modifier,0.17353016264993978,0.166175197444375,0.29636497207696977,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,farm_income_only,heterogeneity slope,0.2514506092106452,0.1583117894252739,0.11221281538552756,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,farm_income_only,DID at +1 SD,0.424980771860585,0.2523940750666881,0.09222061196496699,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,farm_income_only,DID at -1 SD,-0.07792044656070543,0.20408544461732092,0.7026074513925319,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,other_baseline,DID at mean modifier,0.17353016264993978,0.166175197444375,0.29636497207696977,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,other_baseline,heterogeneity slope,0.2514506092106452,0.1583117894252739,0.11221281538552756,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,other_baseline,DID at +1 SD,0.424980771860585,0.2523940750666881,0.09222061196496699,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,other_baseline,DID at -1 SD,-0.07792044656070543,0.20408544461732092,0.7026074513925319,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,none,lower/rest DID,-0.08588963371198999,0.17173316768563038,0.6169805728491063,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,none,top-minus-rest differential,0.16118300269403285,0.19135859672932226,0.39961520635983505,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,none,top group DID,0.07529336898204286,0.10920983517567462,0.49054791531236663,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,farm_income_only,lower/rest DID,-0.08588963371198999,0.17173316768563038,0.6169805728491063,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,farm_income_only,top-minus-rest differential,0.16118300269403285,0.19135859672932226,0.39961520635983505,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,farm_income_only,top group DID,0.07529336898204286,0.10920983517567462,0.49054791531236663,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,other_baseline,lower/rest DID,-0.08588963371198999,0.17173316768563038,0.6169805728491063,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,other_baseline,top-minus-rest differential,0.16118300269403285,0.19135859672932226,0.39961520635983505,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,stackyear,other_baseline,top group DID,0.07529336898204286,0.10920983517567462,0.49054791531236663,2968,138,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,none,lower/rest DID,0.08566859362758823,0.1620134288423576,0.5969617872522326,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,none,top-minus-rest differential,0.311051683680022,0.19945589514612835,0.11887782940662892,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,none,top group DID,0.3967202773076102,0.22137272786696863,0.07311824269928466,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,farm_income_only,lower/rest DID,0.08566859362758823,0.1620134288423576,0.5969617872522326,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,farm_income_only,top-minus-rest differential,0.311051683680022,0.19945589514612835,0.11887782940662892,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,farm_income_only,top group DID,0.3967202773076102,0.22137272786696863,0.07311824269928466,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,other_baseline,lower/rest DID,0.08566859362758823,0.1620134288423576,0.5969617872522326,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,other_baseline,top-minus-rest differential,0.311051683680022,0.19945589514612835,0.11887782940662892,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,farm_orientation_top_tercile,Top tercile pre-specified farm-orientation index,binary_top,pre-specified index top-third split,all,provyear,other_baseline,top group DID,0.3967202773076102,0.22137272786696863,0.07311824269928466,2964,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,none,lower/rest DID,-0.11019238363010962,0.15058273085240662,0.4643071033388415,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,none,bottom-minus-rest differential,0.3059263266077731,0.1967359537750972,0.11994374688689625,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,none,bottom group DID,0.19573394297766344,0.1283794754697031,0.1273460775630807,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,farm_income_only,lower/rest DID,-0.11028255259423037,0.15058352498327057,0.46394399472932224,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,farm_income_only,bottom-minus-rest differential,0.30788494369356423,0.19585838964900085,0.11595581442349547,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,farm_income_only,bottom group DID,0.19760239109933386,0.1283221143763246,0.12358631306463648,2884,137,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,other_baseline,lower/rest DID,-0.024371022722873486,0.09132991000689056,0.7895877219701426,2676,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,other_baseline,bottom-minus-rest differential,0.20091645769506625,0.1718741063014763,0.24241388147015364,2676,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,stackyear,other_baseline,bottom group DID,0.17654543497219277,0.1554467091366542,0.25606973184957627,2676,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,none,lower/rest DID,0.0760400306185505,0.2074348483815148,0.7139374937953338,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,none,bottom-minus-rest differential,0.08378528864618655,0.20622950502229523,0.6845427022446232,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,none,bottom group DID,0.15982531926473703,0.1531566616192836,0.2966976104542022,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,farm_income_only,lower/rest DID,0.07792197686343968,0.20749754103526488,0.7072648154669543,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,farm_income_only,bottom-minus-rest differential,0.08537446726198658,0.20576072000537288,0.678199652360352,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,farm_income_only,bottom group DID,0.16329644412542627,0.15342490920037036,0.28717418346994716,2880,136,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,other_baseline,lower/rest DID,-0.14445590986853749,0.1483475230616251,0.3301722840123382,2670,134,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,other_baseline,bottom-minus-rest differential,0.1340390789996399,0.16450261158793136,0.41517861878582063,2670,134,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,bottom_farmdep,Bottom tercile baseline farm-dependence,binary_bottom,exit-side low farm-dependence check,all,provyear,other_baseline,bottom group DID,-0.01041683086889758,0.12247605370561142,0.932220066326023,2670,134,0.5472235405790223,ok
adjacent,completed_t,ib_nonfarm_curr_n,Current nonfarm workers,nonfarm,nonfarm_orientation_top,Top tercile baseline nonfarm orientation,binary_top,exit-side nonfarm orientation check,all,stackyear,none,lower/rest DID,0.1134950510123192,0.07837435391503819,0.14758498574157947,2972,138,0.5472235405790223,ok
